statut_amm,statut_commercialisation,specialite,dosage,forme,presentation,pp_gn,substance_active,classe_therapeutique,epi,ppv,ph,pfht,code,tva
AMM ENREGISTREE,Commercialisé,FENTANYL JANSSEN,100 µG  /  2  ML,SOLUTION INJECTABLE,BOITE DE 5 AMPOULES,PP,FENTANYL,ANESTHESIE - REANIMATION,MAPHAR,"33,4","20,8","19,8598",2824,
AMM ENREGISTREE,Commercialisé,FENTANYL JANSSEN,500 µG  /  10  ML,SOLUTION INJECTABLE,BOITE DE 10 AMPOULES,PP,FENTANYL,ANESTHESIE - REANIMATION,MAPHAR,270,"180,1","171,5131",2825,
AMM ENREGISTREE,Non Commercialisé,FLAGENTYL,500  MG,COMPRIME PELLICULE,BOITE DE 4,PP,SECNIDAZOLE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,MAPHAR,"57,7","36,1","34,3792",2826,
AMM ENREGISTREE,Commercialisé,FLOXYFRAL,100  MG,COMPRIME PELLICULE,BOITE DE 15,PP,FLUVOXAMINE (MALEATE),NEUROLOGIE - PSYCHIATRIE,MAPHAR,"89,1","55,7","53,019",2827,
AMM ENREGISTREE,Non Commercialisé,FORENE,1,SOLUTION POUR INHALATION,BOITE DE 1 FLACON DE 250 ML,PP,ISOFLURANE,ANESTHESIE - REANIMATION,MAPHAR,756,502,"478,8607",2828,
AMM ENREGISTREE,Commercialisé,FORLAX,10 G,POUDRE POUR SOLUTION BUVABLE,BOITE DE 20 SACHETS,PP,MACROGOL 4000,GASTRO-ENTERO-HEPATOLOGIE,MAPHAR,"68,7","42,9","40,8879",2829,
AMM ENREGISTREE,Commercialisé,FORTRANS,64G,POUDRE POUR SOLUTION BUVABLE,BOITE DE 4 SACHETS,PP,MACROGOL 4000,GASTRO-ENTERO-HEPATOLOGIE,MAPHAR,"132,9","83,1","79,1055",2830,
AMM ENREGISTREE,Non Commercialisé,GINKOR FORT,14  MG  /  300  MG  /  300  MG,GELULE,BOITE DE 30,PP,GINKGO BILOBA // TROXERUTINE // HEPTAMINOL,CARDIOLOGIE - ANGEIOLOGIE,MAPHAR,"65,4","40,9","38,94",2831,
AMM ENREGISTREE,Non Commercialisé,GLIMEPIRIDE WIN,1  MG,COMPRIME,BOITE DE 30,GN,GLIMEPIRIDE,METABOLISME- DIABETE - NUTRITION,MAPHAR,"26,9","16,8","16,04",2832,
AMM ENREGISTREE,Non Commercialisé,GLIMEPIRIDE WIN,1  MG,COMPRIME,BOITE DE 60,GN,GLIMEPIRIDE,METABOLISME- DIABETE - NUTRITION,MAPHAR,"52,6","32,9","31,34",2833,
AMM ENREGISTREE,Non Commercialisé,GLIMEPIRIDE WIN,2  MG,COMPRIME,BOITE DE 30,GN,GLIMEPIRIDE,METABOLISME- DIABETE - NUTRITION,MAPHAR,40,25,"23,81",2834,
AMM ENREGISTREE,Non Commercialisé,GLIMEPIRIDE WIN,3  MG,COMPRIME,BOITE DE 30,GN,GLIMEPIRIDE,METABOLISME- DIABETE - NUTRITION,MAPHAR,60,"37,5","35,7",2835,
AMM ENREGISTREE,Non Commercialisé,GLIMEPIRIDE WIN,3  MG,COMPRIME,BOITE DE 60,GN,GLIMEPIRIDE,METABOLISME- DIABETE - NUTRITION,MAPHAR,"103,6","64,7","61,6667",2836,
AMM ENREGISTREE,Non Commercialisé,GLIMEPIRIDE WIN,4  MG,COMPRIME,BOITE DE 30,GN,GLIMEPIRIDE,METABOLISME- DIABETE - NUTRITION,MAPHAR,"68,8",43,"40,94",2837,
AMM ENREGISTREE,Non Commercialisé,GLIMEWIN,2  MG,COMPRIME,BOITE DE 60,GN,GLIMEPIRIDE,METABOLISME- DIABETE - NUTRITION,MAPHAR,"69,1","43,2","41,131",2838,
AMM RETIREE,Retiré du Marché,GYNO-DAKTARIN,400  MG,CAPSULE MOLLE VAGINALE,BOITE DE 3,PP,MICONAZOLE,GYNECOLOGIE,MAPHAR,"54,7","34,1","30,4295",2839,
AMM ENREGISTREE,Commercialisé,GYNO-PEVARYL,150  MG,OVULE,BOITE DE 3,PP,ECONAZOLE (NITRATE),GYNECOLOGIE - OBSTETRIQUE,MAPHAR,"53,3","33,3","31,71",2840,
AMM ENREGISTREE,Non Commercialisé,GYNO-PEVARYL LP,150  MG,COMPRIME A LIBERATION PROLONGEE,BOITE DE 1,PP,ECONAZOLE (NITRATE),GYNECOLOGIE - OBSTETRIQUE,MAPHAR,"30,2","18,9","17,99",2841,
AMM ENREGISTREE,Commercialisé,HALDOL,2  MG  /   ML,GOUTTE BUVABLE,BOITE DE 1 FLACON DE 15 ML,PP,HALOPERIDOL,NEUROLOGIE - PSYCHIATRIE,MAPHAR,"12,9","8,1","7,6769",2842,
AMM RETIREE,Retiré du Marché,HEPT-AMYL,"187,8  MG",COMPRIME,BOITE DE 20,PP,HEPTAMINOL,CARDIOLOGIE ET ANGEIOLOGIE,MAPHAR,"21,1","13,2","11,7657",2843,
AMM RETIREE,Retiré du Marché,"HEPT-A-MYL 30,5%","30,5 G",GOUTTE BUVABLE,FLACON DE 20 ML,PP,HEPTAMINOL,CARDIOLOGIE ET ANGEIOLOGIE,MAPHAR,"27,2",17,"15,1496",2844,
AMM ENREGISTREE,Non Commercialisé,HEXABRIX,320  MG I  /   ML,SOLUTION INJECTABLE,BOITE DE 1 FLACON DE 100 ML,PP,ACIDE IOXAGLIQUE,DIAGNOSTIC  - IMAGERIE,MAPHAR,481,319,"304,4459",2845,
AMM ENREGISTREE,Non Commercialisé,HEXABRIX,320  MG I  /   ML,SOLUTION INJECTABLE,BOITE DE 1 FLACON DE 10ML,PP,ACIDE IOXAGLIQUE,DIAGNOSTIC  - IMAGERIE,MAPHAR,"74,9","46,8","44,5594",2846,
AMM ENREGISTREE,Non Commercialisé,HEXABRIX,320  MG I  /   ML,SOLUTION INJECTABLE,BOITE DE 1 FLACON DE 200ML,PP,ACIDE IOXAGLIQUE,DIAGNOSTIC  - IMAGERIE,MAPHAR,861,572,"545,5164",2847,
AMM ENREGISTREE,Non Commercialisé,HEXABRIX,320  MG I  /   ML,SOLUTION INJECTABLE,BOITE DE 1 FLACON DE 20 ML,PP,ACIDE IOXAGLIQUE,DIAGNOSTIC  - IMAGERIE,MAPHAR,"118,9","74,3","70,7982",2848,
AMM ENREGISTREE,Non Commercialisé,HEXABRIX,320  MG I  /   ML,SOLUTION INJECTABLE,BOITE DE 1 FLACON DE 50ML,PP,ACIDE IOXAGLIQUE,DIAGNOSTIC  - IMAGERIE,MAPHAR,259,"162,4","154,6366",2849,
AMM RETIREE,Retiré du Marché,HOSTACYCLINE,500  MG,COMPRIME,BOITE DE 20,PP,TETRACYCLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,MAPHAR,"57,5","35,8","31,9871",2850,
AMM ENREGISTREE,Commercialisé,HUMIRA,40  MG,SOLUTION INJECTABLE,"BOITE DE 2 SERINGUES DE 0,8 ML",PP,ADALIMUMAB,DERMATOLOGIE - VENEROLOGIE,MAPHAR,6290,6063,"5774,9",2851,
AMM ENREGISTREE,Non Commercialisé,HUMIRA,40  MG,SOLUTION INJECTABLE,"BOITE DE 2 STYLOS DE 0,8 ML",PP,ADALIMUMAB,DERMATOLOGIE - VENEROLOGIE,MAPHAR,7623,7436,"7082,33",2852,
AMM ENREGISTREE,Commercialisé,HYDROCORTISONE ROUSSEL,10  MG,COMPRIME SECABLE,BOITE DE 25,PP,HYDROCORTISONE,ENDOCRINOLOGIE ET HORMONES,MAPHAR,"35,1","21,9","20,8692",2853,
AMM ENREGISTREE,Commercialisé,HYPNOMIDATE,2  MG  /   ML,SOLUTION INJECTABLE,BOITE DE 5 AMPOULES DE 10 ML,PP,ETOMIDATE,ANESTHESIE - REANIMATION,MAPHAR,203,"127,5","121,4",2854,
AMM ENREGISTREE,Commercialisé,IDEOS,500  MG  /  400 UI,COMPRIME A CROQUER OU A SUCER,BOITE DE 2 TUBES DE 15,PP,CALCIUM (CARBONATE) // CHOLECALCIFEROL,METABOLISME- DIABETE - NUTRITION,MAPHAR,"49,9","31,2","29,733",2855,
AMM ENREGISTREE,Non Commercialisé,IDEOS,500  MG  /  400 UI,COMPRIME A CROQUER OU A SUCER,BOITE DE 4 TUBES DE 15,PP,CALCIUM (CARBONATE) // CHOLECALCIFEROL,METABOLISME- DIABETE - NUTRITION,MAPHAR,"87,8","54,9","52,2852",2856,
AMM ENREGISTREE,Commercialisé,IMODIUM,2  MG,GELULE,BOITE DE 20,PP,LOPERAMIDE (CHLORHYDRATE),GASTRO-ENTERO-HEPATOLOGIE,MAPHAR,"28,5","17,8","16,9671",2857,
AMM ENREGISTREE,Commercialisé,IMOVANE,"7,5  MG",COMPRIME PELLICULE,BOITE DE 20,PP,ZOPICLONE,NEUROLOGIE - PSYCHIATRIE,MAPHAR,"38,8","24,3","23,11",2858,
AMM RETIREE,Retiré du Marché,INCIVO,375  MG,COMPRIME PELLICULE,BOITE DE 42,PP,TELAPREVIR,GASTRO-ENTEROLOGIE,MAPHAR,13328,13075,12675,2859,
AMM ENREGISTREE,Non Commercialisé,INTETRIX,50  MG,GELULE,BOITE DE 20,PP,TILIQUINOL TILBROQUINOL,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,MAPHAR,"31,7","19,8","18,8863",2860,
AMM ENREGISTREE,Non Commercialisé,INTETRIX,50  MG,GELULE,BOITE DE 40,PP,TILIQUINOL TILBROQUINOL,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,MAPHAR,"56,1",35,"33,3778",2861,
AMM ENREGISTREE,Non Commercialisé,INVOKANA,100  MG,COMPRIME PELLICULE,BOITE DE 30,PP,CANAGLIFLOZINE,METABOLISME- DIABETE - NUTRITION,MAPHAR,585,389,"370,82",2862,
AMM ENREGISTREE,Non Commercialisé,INVOKANA,300  MG,COMPRIME PELLICULE,BOITE DE 30,PP,CANAGLIFLOZINE,METABOLISME- DIABETE - NUTRITION,MAPHAR,585,389,"370,82",2863,
AMM ENREGISTREE,Commercialisé,INESO,20  MG,GELULE GASTRO-RESISTANTE,BOITE DE 14,GN,ESOMEPRAZOLE,GASTRO-ENTERO-HEPATOLOGIE,DEVA PHARMACEUTIQUE,"70,1","43,8","41,72",2864,
AMM ENREGISTREE,Commercialisé,INESO,20  MG,GELULE GASTRO-RESISTANTE,BOITE DE 7,GN,ESOMEPRAZOLE,GASTRO-ENTERO-HEPATOLOGIE,DEVA PHARMACEUTIQUE,"36,4","22,8","21,7",2865,
AMM ENREGISTREE,Non Commercialisé,IRBEWIN,150  MG,COMPRIME PELLICULE,BOITE DE 14,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,MAPHAR,"60,9",38,"36,23",2866,
AMM ENREGISTREE,Non Commercialisé,IRBEWIN,150  MG,COMPRIME PELLICULE,BOITE DE 28,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,MAPHAR,"108,7","67,9","64,7",2867,
AMM ENREGISTREE,Non Commercialisé,IRBEWIN,300  MG,COMPRIME PELLICULE,BOITE DE 14,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,MAPHAR,105,"65,6","62,5",2868,
AMM ENREGISTREE,Non Commercialisé,IRBEWIN,300  MG,COMPRIME PELLICULE,BOITE DE 28,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,MAPHAR,190,"118,7","113,0952",2869,
AMM ENREGISTREE,Commercialisé,IRESSA,250  MG,COMPRIME PELLICULE,BOITE DE 30,PP,GEFITINIB,CANCEROLOGIE - HEMATOLOGIE,MAPHAR,18400,18048,17648,2870,
AMM RETIREE,Retiré du Marché,ISOPRINOSINE,500  MG,COMPRIME,BOITE DE 16,PP,INOSINE ACEDOBENE DIMEPRANOL,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,MAPHAR,"76,3","47,6","42,4677",2871,
AMM RETIREE,Retiré du Marché,ISOPRINOSINE,500  MG,COMPRIME,BOITE DE 40,PP,INOSINE ACEDOBENE DIMEPRANOL,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,MAPHAR,"171,1","106,6","95,2017",2872,
AMM RETIREE,Retiré du Marché,ISOPTINE LP,240  MG,COMPRIME PELLICULE,BOITE DE 20,PP,VERAPAMIL (CHLORHYDRATE),CARDIOLOGIE ET ANGEIOLOGIE,MAPHAR,54,"33,7","32,1429",2873,
AMM RETIREE,Retiré du Marché,ISOPTINE LP,240  MG,COMPRIME PELLICULE,BOITE DE 50,PP,VERAPAMIL (CHLORHYDRATE),CARDIOLOGIE ET ANGEIOLOGIE,MAPHAR,136,85,"80,9524",2874,
AMM ENREGISTREE,Non Commercialisé,ISUPREL,"0,2  MG  /   ML",SOLUTION INJECTABLE,BOITE DE 50 AMPOULES,PP,ISOPRENALINE (CHLORHYDRATE),CARDIOLOGIE ET ANGEIOLOGIE,MAPHAR,688,457,"435,456",2875,
AMM RETIREE,Retiré du Marché,IXEL,25  MG,GELULE,BOITE DE 56,PP,MILNACIPRAN,NEUROLOGIE-PSYCHIATRIE,MAPHAR,"170,9","106,5","95,0717",2876,
AMM RETIREE,Retiré du Marché,IXEL,50  MG,GELULE,BOITE DE 56,PP,MILNACIPRAN,NEUROLOGIE-PSYCHIATRIE,MAPHAR,295,"195,5","174,5819",2877,
AMM ENREGISTREE,Non Commercialisé,JAVLOR,25  MG  /   ML,SOLUTION A DILUER POUR PERFUSION,FLACON DE 10ML,PP,VINFLUNINE (DITARTRATE),CANCEROLOGIE - HEMATOLOGIE,MAPHAR,9996,9808,"9408,5714",2878,
AMM ENREGISTREE,Non Commercialisé,JAVLOR,25  MG  /   ML,SOLUTION A DILUER POUR PERFUSION,FLACON DE 2 ML,PP,VINFLUNINE (DITARTRATE),CANCEROLOGIE - HEMATOLOGIE,MAPHAR,2318,1975,"1880,9524",2879,
AMM ENREGISTREE,Commercialisé,KAYEXALATE,454 G,POUDRE POUR SUSPENSION ORALE ET RECTALE,BOITE DE 1 FLACON DE 454 G,PP,POLYSTYRENE SULFONATE DE SODIUM,UROLOGIE - NEPHROLOGIE,MAPHAR,300,"199,8","190,32",2880,
AMM RETIREE,Retiré du Marché,KETODERM,"0,02",CREME,BOITE DE 1 TUBE DE 10 G,PP,KETOCONAZOLE,DERMATOLOGIE,MAPHAR,"23,7","14,8","14,1",2881,
AMM ENREGISTREE,Non Commercialisé,KETODERM,"0,02",CREME,TUBE DE 15 G,PP,KETOCONAZOLE,DERMATOLOGIE - VENEROLOGIE,MAPHAR,"19,6","12,3","11,6822",2882,
AMM RETIREE,Retiré du Marché,KETODERM,"0,02",GEL POUR APPLICATION CUTANEE,BOITE DE 1 TUBE MONODOSE DE 20 G,PP,KETOCONAZOLE,RHUMATOLOGIE,MAPHAR,"59,5","37,1","33,099",2883,
AMM ENREGISTREE,Commercialisé,KETODERM,"0,02",GEL POUR APPLICATION CUTANEE,BOITE DE 8 SACHETS-DOSE,PP,KETOCONAZOLE,DERMATOLOGIE - VENEROLOGIE,MAPHAR,"78,6","49,2","46,82",2884,
AMM ENREGISTREE,Non Commercialisé,KLIPAL CODEINE,300  MG  /  25  MG,COMPRIME,BOITE DE 10,PP,PARACETAMOL // CODEINE,ANESTHESIE - REANIMATION,MAPHAR,"13,1","8,2","7,816",2885,
AMM ENREGISTREE,Commercialisé,LARGACTIL,100  MG,COMPRIME PELLICULE,BOITE DE 30,PP,CHLORPROMAZINE,NEUROLOGIE - PSYCHIATRIE,MAPHAR,"22,3","13,9","13,27",2886,
AMM ENREGISTREE,Commercialisé,LARGACTIL,25  MG  /  5  ML,SOLUTION INJECTABLE,BOITE DE 5 AMPOULES,PP,CHLORPROMAZINE,NEUROLOGIE - PSYCHIATRIE,MAPHAR,"39,1","24,4","23,28",2887,
AMM ENREGISTREE,Commercialisé,LARGACTIL,25  MG,COMPRIME PELLICULE,BOITE DE 50,PP,CHLORPROMAZINE,NEUROLOGIE - PSYCHIATRIE,MAPHAR,"17,5",11,"10,44",2888,
AMM RETIREE,Retiré du Marché,LEDERTREXATE,50  MG,SOLUTION INJECTABLE,BOITE DE 1 FLACON,PP,METHOTREXATE,CANCEROLOGIE-HEMATOLOGIE,MAPHAR,"81,9","51,2","48,75",2889,
AMM ENREGISTREE,Commercialisé,LIPANTHYL,160  MG,COMPRIME PELLICULE,BOITE DE 30,PP,FENOFIBRATE,CARDIOLOGIE - ANGEIOLOGIE,MAPHAR,"116,8",73,"69,5285",2890,
AMM ENREGISTREE,Commercialisé,LIPANTHYL,200  MG,GELULE,BOITE DE 30,PP,FENOFIBRATE,CARDIOLOGIE - ANGEIOLOGIE,MAPHAR,"99,5","62,2","59,24",2891,
AMM ENREGISTREE,Non Commercialisé,LIPIODOL ULTRA FLUIDE,480  MG I  /   ML,SOLUTION INJECTABLE,BOITE DE 1 AMPOULE DE 10 ML,PP,ESTERS ETHYLIQUES D'ACIDES GRAS IODES DE L'HUILE D'OEILLETTE,DIAGNOSTIC  - IMAGERIE,MAPHAR,"61,5","38,4","36,6044",2892,
AMM ENREGISTREE,Non Commercialisé,LOCACID,"0,0005",CREME,BOITE DE 1 TUBE DE 30 G,PP,TRETINOINE,DERMATOLOGIE - VENEROLOGIE,MAPHAR,"38,8","24,2","23,0863",2893,
AMM ENREGISTREE,Commercialisé,LOCAPRED,"0,001",CREME,BOITE DE 1 TUBE DE 15 G,PP,DESONIDE,DERMATOLOGIE - VENEROLOGIE,MAPHAR,"15,5","9,7","9,2623",2894,
AMM ENREGISTREE,Commercialisé,LOCATOP,"0,001",CREME,BOITE DE 1 TUBE DE 30 G,PP,DESONIDE,DERMATOLOGIE - VENEROLOGIE,MAPHAR,28,"17,5","16,6889",2895,
AMM RETIREE,Retiré du Marché,LUCRIN,"11,25  MG",SUSPENSION INJECTABLE,BOITE DE 1 SERINGUE,PP,LEUPRORELINE (ACETATE),CANCEROLOGIE-HEMATOLOGIE,MAPHAR,2410,2069,"1970,64",2896,
AMM RETIREE,Retiré du Marché,LUCRIN,"3,75  MG",SUSPENSION INJECTABLE,BOITE DE 1 SERINGUE,PP,LEUPRORELINE (ACETATE),CANCEROLOGIE-HEMATOLOGIE,MAPHAR,1143,867,"826,56",2897,
AMM RETIREE,Retiré du Marché,LUDEAL GE,"0,15  /  0,03  MG",COMPRIME ENROBE,BOITE DE 1 PLAQUETTE DE 21,GN,ETHINYLESTRADIOL // LEVONORGESTREL,GYNECOLOGIE,MAPHAR,"8,8","5,5","4,89",2898,
AMM RETIREE,Retiré du Marché,LUDEAL GE,"0,15  /  0,03  MG",COMPRIME ENROBE,BOITE DE 3 PLAQUETTE DE 21,GN,ETHINYLESTRADIOL // LEVONORGESTREL,GYNECOLOGIE,MAPHAR,"22,7","14,1","12,62",2899,
AMM ENREGISTREE,Commercialisé,LUDIOMIL,25  MG,COMPRIME PELLICULE,BOITE DE 30,PP,MAPROTILINE (CHLORHYDRATE),NEUROLOGIE - PSYCHIATRIE,MAPHAR,48,30,"28,5661",2900,
AMM ENREGISTREE,Commercialisé,LUDIOMIL,75  MG,COMPRIME PELLICULE,BOITE DE 20,PP,MAPROTILINE (CHLORHYDRATE),NEUROLOGIE - PSYCHIATRIE,MAPHAR,76,"47,5","45,2448",2901,
AMM ENREGISTREE,Commercialisé,LUTENYL,5  MG,COMPRIME SECABLE,BOITE DE 10,PP,NOMEGESTROL (ACETATE),GYNECOLOGIE - OBSTETRIQUE,MAPHAR,"53,3","33,3","31,7385",2902,
AMM ENREGISTREE,Non Commercialisé,MELAXIB,"3,50 G  /  4,29 G  /  2,14 G",PÂTE ORALE,BOITE DE 6 SACHETS DE 10 G,GN,LACTULOSE // PARAFFINE LIQUIDE // VASELINE,GASTRO-ENTERO-HEPATOLOGIE,BIOCODEX MAROC,"63,5","39,7","37,83",2903,
AMM RETIREE,Retiré du Marché,METHOTREXATE BELLON,25  MG  /   ML,SOLUTION INJECTABLE,BOITE DE 1 FLACON DE 1 ML,GN,METHOTREXATE,CANCEROLOGIE-HEMATOLOGIE,MAPHAR,"36,3","22,7","21,6071",2904,
AMM RETIREE,Retiré du Marché,METHOTREXATE BELLON,5  MG  /  2  ML,SOLUTION INJECTABLE,BOITE DE 1 FLACON,GN,METHOTREXATE,CANCEROLOGIE-HEMATOLOGIE,MAPHAR,"21,2","13,2","12,619",2905,
AMM ENREGISTREE,Commercialisé,METHOTREXATE BIODIM,25  MG,SOLUTION INJECTABLE,BOITE DE 1 FLACON,PP,METHOTREXATE,CANCEROLOGIE - HEMATOLOGIE,MAPHAR,"94,1","58,8",56,2906,
AMM ENREGISTREE,Non Commercialisé,METHOTREXATE BIODIM,5  MG,SOLUTION INJECTABLE,BOITE DE 1 FLACON,PP,METHOTREXATE,CANCEROLOGIE - HEMATOLOGIE,MAPHAR,"38,1","23,8","22,66",2907,
AMM ENREGISTREE,Commercialisé,METRONIDAZOLE B.BRAUN,5  MG  /   ML,SOLUTION POUR PERFUSION,BOITE DE 20 POCHES DE 100 ML,GN,METRONIDAZOLE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PHI,481,320,"304,96",2908,
AMM ENREGISTREE,Non Commercialisé,MICROLAX,45  MG,GELEE,BOITE DE 6 TUBES CANULE UNIDOSE,PP,SORBITOL,GASTRO-ENTERO-HEPATOLOGIE,MAPHAR,"19,7","12,3","11,7379",2909,
AMM ENREGISTREE,Commercialisé / AO,MICROPAQUE,100 G,SUSPENSION BUVABLE OU RECTALE,BOITE D'UN FLACON DE 150 ML,PP,BARYUM (SULFATE),DIAGNOSTIC  - IMAGERIE,MAPHAR,"24,9","15,6","14,8531",2910,
AMM ENREGISTREE,Non Commercialisé,MICROPAQUE,"0,9238",POUDRE POUR SUSPENSION RECTALE,BOITE DE 1 POT DE 400 G,PP,BARYUM (SULFATE),DIAGNOSTIC  - IMAGERIE,MAPHAR,"39,8","24,9","23,6983",2911,
AMM ENREGISTREE,Non Commercialisé,MICROPAQUE COLON,"0,9238",POUDRE POUR SUSPENSION RECTALE,BOITE DE 1 POCHE DE 400 G,PP,BARYUM (SULFATE),DIAGNOSTIC  - IMAGERIE,MAPHAR,95,"59,4","56,5754",2912,
AMM ENREGISTREE,Commercialisé / AO,MICROPAQUE SCANNER,"7, 5 G",SUSPENSION BUVABLE,BOITE D'UN FLACON DE 150 ML,PP,BARYUM (SULFATE),DIAGNOSTIC  - IMAGERIE,MAPHAR,"53,7","33,6","31,9871",2913,
AMM ENREGISTREE,Non Commercialisé,MINIDRIL,"0,15  MG  /  0,03  MG",COMPRIME ENROBE,BOITE DE 21,PP,LEVONORGESTREL // ETHINYLESTRADIOL,GYNECOLOGIE - OBSTETRIQUE,MAPHAR,"8,4","5,3","5,0345",2914,
AMM ENREGISTREE,Commercialisé,MONO-TILDIEM LP,300  MG,GELULE A LIBERATION PROLONGEE,BOITE DE 28,PP,DILTIAZEM (CHLORHYDRATE),CARDIOLOGIE - ANGEIOLOGIE,SANOFI AVENTIS MAROC,218,"136,6","130,1172",2915,
AMM ENREGISTREE,Commercialisé,MONOZECLAR,500  MG,COMPRIME PELLICULE A LIBERATION PROLONGEE,BOITE DE 10,PP,CLARITHROMYCINE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,MAPHAR,"152,7","95,4","90,899",2916,
AMM ENREGISTREE,Commercialisé,MONOZECLAR,500  MG,COMPRIME PELLICULE A LIBERATION PROLONGEE,BOITE DE 5,PP,CLARITHROMYCINE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,MAPHAR,"81,6",51,"48,5648",2917,
AMM ENREGISTREE,Commercialisé,MOTILIUM,1  MG  /   ML,SUSPENSION BUVABLE,BOITE DE 1 FLACON DE 200 ML,PP,DOMPERIDONE,GASTRO-ENTERO-HEPATOLOGIE,MAPHAR,"38,1","23,8","22,6969",2918,
AMM ENREGISTREE,Commercialisé,MOTILIUM,10  MG,COMPRIME,BOITE DE 20,PP,DOMPERIDONE,GASTRO-ENTERO-HEPATOLOGIE,MAPHAR,"32,1","20,1","19,1366",2919,
AMM RETIREE,Retiré du Marché,MUCINUM A L'EXTRAIT DE CASCARA,30  MG  /  40  MG  /  50  MG  /  30  MG,COMPRIME ENROBE,BOITE DE 20,NA,SENE  // CASCARA // BOLDO // ANIS VERT,GASTRO-ENTEROLOGIE,MAPHAR,"21,2","13,2","11,7935",2920,
AMM ENREGISTREE,Commercialisé,MYCOSTER,"0,01",CREME,TUBE DE 30 G,PP,CICLOPIROXOLAMINE,DERMATOLOGIE - VENEROLOGIE,MAPHAR,"42,2","26,4","25,1446",2921,
AMM ENREGISTREE,Commercialisé,MYCOSTER,"0,01",SOLUTION POUR APPLICATION LOCALE,FLACON DE 30 ML,PP,CICLOPIROXOLAMINE,DERMATOLOGIE - VENEROLOGIE,MAPHAR,"40,7","25,4","24,2267",2922,
AMM ENREGISTREE,Commercialisé,MYCOSTER,"0,08",SOLUTION FILMOGENE,BOITE DE 1 FLACON DE 3 ML,PP,CICLOPIROXOLAMINE,DERMATOLOGIE - VENEROLOGIE,MAPHAR,137,"85,6","81,5694",2923,
AMM RETIREE,Retiré du Marché,NAPROSYNE,500  MG,COMPRIME,BOITE DE 12,PP,NAPROXENE,ANTALGIQUES,MAPHAR,"45,6","28,4","25,3778",2924,
AMM RETIREE,Retiré du Marché,NAPROSYNE,500  MG,SUPPOSITOIRE,BOITE DE 12,PP,NAPROXENE,ANTALGIQUES,MAPHAR,"53,1","33,1","29,5536",2925,
AMM ENREGISTREE,Non Commercialisé,NAVELBINE,10  MG  /   ML,SOLUTION INJECTABLE,BOITE DE 1 AMPOULE,PP,VINORELBINE (DITARTRATE),CANCEROLOGIE - HEMATOLOGIE,MAPHAR,246,154,"146,662",2926,
AMM ENREGISTREE,Commercialisé,NAVELBINE,10  MG  /   ML,SOLUTION INJECTABLE,BOITE DE 10 FL,PP,VINORELBINE (DITARTRATE),CANCEROLOGIE - HEMATOLOGIE,MAPHAR,1666,1407,"1340,04",2927,
AMM ENREGISTREE,Commercialisé,NAVELBINE,20  MG,CAPSULE MOLLE,BOITE DE 1,PP,VINORELBINE (DITARTRATE),CANCEROLOGIE - HEMATOLOGIE,MAPHAR,771,512,"488,25",2928,
AMM ENREGISTREE,Commercialisé,NAVELBINE,30  MG,CAPSULE MOLLE,BOITE DE 1,PP,VINORELBINE (DITARTRATE),CANCEROLOGIE - HEMATOLOGIE,MAPHAR,1028,750,"714,42",2929,
AMM ENREGISTREE,Commercialisé,NAVELBINE,50  MG  /  5  ML,SOLUTION INJECTABLE,BOITE DE 10 FLACON DE 5 ML,PP,VINORELBINE (DITARTRATE),CANCEROLOGIE - HEMATOLOGIE,MAPHAR,6958,6751,"6429,79",2930,
AMM ENREGISTREE,Non Commercialisé,NAVELBINE,50  MG  /  5  ML,SOLUTION INJECTABLE,FLACON DE 5 ML,PP,VINORELBINE (DITARTRATE),CANCEROLOGIE - HEMATOLOGIE,MAPHAR,1022,743,"707,8815",2931,
AMM ENREGISTREE,Commercialisé,NEULEPTIL,"0,04",SOLUTION BUVABLE,BOITE DE 1 FLACON DE 30 ML,PP,PROPERICIAZINE,NEUROLOGIE - PSYCHIATRIE,MAPHAR,"36,5","22,8","21,7512",2932,
AMM ENREGISTREE,Non Commercialisé,NICOPASS,"1,5  MG","PASTILLE A SUCER SANS SUCRE MENTHE FRAICHEUR,",BOITE DE 12,PP,NICOTINE,NEUROLOGIE - PSYCHIATRIE,MAPHAR,44,"27,5","26,2016",2933,
AMM ENREGISTREE,Non Commercialisé,NICOPASS,"1,5  MG","PASTILLE A SUCER SANS SUCRE MENTHE FRAICHEUR,",BOITE DE 36,PP,NICOTINE,NEUROLOGIE - PSYCHIATRIE,MAPHAR,"112,5","70,3","66,9782",2934,
